pais,continente,anio,esperanza_de_vida,poblacion,pib_per_capita
Francia,Europa,1997,78.64,58623428,25889.78487
Francia,Europa,2002,79.59,59925035,28926.03234
Francia,Europa,2007,80.657,61083916,30470.0167
Gabón,África,1952,37.003,420702,4293.476475
Gabón,África,1957,38.999,434904,4976.198099
Gabón,África,1962,40.489,455661,6631.459222
Gabón,África,1967,44.598,489004,8358.761987
Gabón,África,1972,48.69,537977,11401.94841
Gabón,África,1977,52.79,706367,21745.57328
Gabón,África,1982,56.564,753874,15113.36194
Gabón,África,1987,60.19,880397,11864.40844
Gabón,África,1992,61.366,985739,13522.15752
Gabón,África,1997,60.461,1126189,14722.84188
Gabón,África,2002,56.761,1299304,12521.71392
Gabón,África,2007,56.735,1454867,13206.48452
Gambia,África,1952,30,284320,485.2306591
Gambia,África,1957,32.065,323150,520.9267111
Gambia,África,1962,33.896,374020,599.650276
Gambia,África,1967,35.857,439593,734.7829124
Gambia,África,1972,38.308,517101,756.0868363
Gambia,África,1977,41.842,608274,884.7552507
Gambia,África,1982,45.58,715523,835.8096108
Gambia,África,1987,49.265,848406,611.6588611
Gambia,África,1992,52.644,1025384,665.6244126
Gambia,África,1997,55.861,1235767,653.7301704
Gambia,África,2002,58.041,1457766,660.5855997
Gambia,África,2007,59.448,1688359,752.7497265
Alemania,Europa,1952,67.5,69145952,7144.114393
Alemania,Europa,1957,69.1,71019069,10187.82665
Alemania,Europa,1962,70.3,73739117,12902.46291
Alemania,Europa,1967,70.8,76368453,14745.62561
Alemania,Europa,1972,71,78717088,18016.18027
Alemania,Europa,1977,72.5,78160773,20512.92123
Alemania,Europa,1982,73.8,78335266,22031.53274
Alemania,Europa,1987,74.847,77718298,24639.18566
Alemania,Europa,1992,76.07,80597764,26505.30317
Alemania,Europa,1997,77.34,82011073,27788.88416
Alemania,Europa,2002,78.67,82350671,30035.80198
Alemania,Europa,2007,79.406,82400996,32170.37442
Ghana,África,1952,43.149,5581001,911.2989371
Ghana,África,1957,44.779,6391288,1043.561537
Ghana,África,1962,46.452,7355248,1190.041118
Ghana,África,1967,48.072,8490213,1125.69716
Ghana,África,1972,49.875,9354120,1178.223708
Ghana,África,1977,51.756,10538093,993.2239571
Ghana,África,1982,53.744,11400338,876.032569
Ghana,África,1987,55.729,14168101,847.0061135
Ghana,África,1992,57.501,16278738,925.060154
Ghana,África,1997,58.556,18418288,1005.245812
Ghana,África,2002,58.453,20550751,1111.984578
Ghana,África,2007,60.022,22873338,1327.60891
Grecia,Europa,1952,65.86,7733250,3530.690067
Grecia,Europa,1957,67.86,8096218,4916.299889
Grecia,Europa,1962,69.51,8448233,6017.190733
Grecia,Europa,1967,71,8716441,8513.097016
Grecia,Europa,1972,72.34,8888628,12724.82957
Grecia,Europa,1977,73.68,9308479,14195.52428
Grecia,Europa,1982,75.24,9786480,15268.42089
Grecia,Europa,1987,76.67,9974490,16120.52839
Grecia,Europa,1992,77.03,10325429,17541.49634
Grecia,Europa,1997,77.869,10502372,18747.69814
Grecia,Europa,2002,78.256,10603863,22514.2548
Grecia,Europa,2007,79.483,10706290,27538.41188
Guatemala,Américas,1952,42.023,3146381,2428.237769
Guatemala,Américas,1957,44.142,3640876,2617.155967
Guatemala,Américas,1962,46.954,4208858,2750.364446
Guatemala,Américas,1967,50.016,4690773,3242.531147
Guatemala,Américas,1972,53.738,5149581,4031.408271
Guatemala,Américas,1977,56.029,5703430,4879.992748
Guatemala,Américas,1982,58.137,6395630,4820.49479
Guatemala,Américas,1987,60.782,7326406,4246.485974
Guatemala,Américas,1992,63.373,8486949,4439.45084
Guatemala,Américas,1997,66.322,9803875,4684.313807
Guatemala,Américas,2002,68.978,11178650,4858.347495
Guatemala,Américas,2007,70.259,12572928,5186.050003
Guinea,África,1952,33.609,2664249,510.1964923
Guinea,África,1957,34.558,2876726,576.2670245
Guinea,África,1962,35.753,3140003,686.3736739
Guinea,África,1967,37.197,3451418,708.7595409
Guinea,África,1972,38.842,3811387,741.6662307
Guinea,África,1977,40.762,4227026,874.6858643
Guinea,África,1982,42.891,4710497,857.2503577
Guinea,África,1987,45.552,5650262,805.5724718
Guinea,África,1992,48.576,6990574,794.3484384
Guinea,África,1997,51.455,8048834,869.4497668
Guinea,África,2002,53.676,8807818,945.5835837
Guinea,África,2007,56.007,9947814,942.6542111
Guinea Bissau,África,1952,32.5,580653,299.850319
Guinea Bissau,África,1957,33.489,601095,431.7904566
Guinea Bissau,África,1962,34.488,627820,522.0343725
Guinea Bissau,África,1967,35.492,601287,715.5806402
Guinea Bissau,África,1972,36.486,625361,820.2245876
Guinea Bissau,África,1977,37.465,745228,764.7259628
Guinea Bissau,África,1982,39.327,825987,838.1239671
Guinea Bissau,África,1987,41.245,927524,736.4153921
Guinea Bissau,África,1992,43.266,1050938,745.5398706
Guinea Bissau,África,1997,44.873,1193708,796.6644681
Guinea Bissau,África,2002,45.504,1332459,575.7047176
Guinea Bissau,África,2007,46.388,1472041,579.231743
Haití,Américas,1952,37.579,3201488,1840.366939
Haití,Américas,1957,40.696,3507701,1726.887882
Haití,Américas,1962,43.59,3880130,1796.589032
Haití,Américas,1967,46.243,4318137,1452.057666
Haití,Américas,1972,48.042,4698301,1654.456946
Haití,Américas,1977,49.923,4908554,1874.298931
Haití,Américas,1982,51.461,5198399,2011.159549
Haití,Américas,1987,53.636,5756203,1823.015995
Haití,Américas,1992,55.089,6326682,1456.309517
Haití,Américas,1997,56.671,6913545,1341.726931
Haití,Américas,2002,58.137,7607651,1270.364932
Haití,Américas,2007,60.916,8502814,1201.637154
Honduras,Américas,1952,41.912,1517453,2194.926204
Honduras,Américas,1957,44.665,1770390,2220.487682
Honduras,Américas,1962,48.041,2090162,2291.156835
Honduras,Américas,1967,50.924,2500689,2538.269358
Honduras,Américas,1972,53.884,2965146,2529.842345
Honduras,Américas,1977,57.402,3055235,3203.208066
Honduras,Américas,1982,60.909,3669448,3121.760794
Honduras,Américas,1987,64.492,4372203,3023.096699
Honduras,Américas,1992,66.399,5077347,3081.694603
Honduras,Américas,1997,67.659,5867957,3160.454906
Honduras,Américas,2002,68.565,6677328,3099.72866
Honduras,Américas,2007,70.198,7483763,3548.330846
"Hong Kong, China",Asia,1952,60.96,2125900,3054.421209
"Hong Kong, China",Asia,1957,64.75,2736300,3629.076457
"Hong Kong, China",Asia,1962,67.65,3305200,4692.648272
"Hong Kong, China",Asia,1967,70,3722800,6197.962814
"Hong Kong, China",Asia,1972,72,4115700,8315.928145
"Hong Kong, China",Asia,1977,73.6,4583700,11186.14125
"Hong Kong, China",Asia,1982,75.45,5264500,14560.53051
"Hong Kong, China",Asia,1987,76.2,5584510,20038.47269
"Hong Kong, China",Asia,1992,77.601,5829696,24757.60301
"Hong Kong, China",Asia,1997,80,6495918,28377.63219
"Hong Kong, China",Asia,2002,81.495,6762476,30209.01516
"Hong Kong, China",Asia,2007,82.208,6980412,39724.97867
Hungría,Europa,1952,64.03,9504000,5263.673816
Hungría,Europa,1957,66.41,9839000,6040.180011
Hungría,Europa,1962,67.96,10063000,7550.359877
Hungría,Europa,1967,69.5,10223422,9326.64467
Hungría,Europa,1972,69.76,10394091,10168.65611
Hungría,Europa,1977,69.95,10637171,11674.83737
Hungría,Europa,1982,69.39,10705535,12545.99066
Hungría,Europa,1987,69.58,10612740,12986.47998
Hungría,Europa,1992,69.17,10348684,10535.62855
Hungría,Europa,1997,71.04,10244684,11712.7768
Hungría,Europa,2002,72.59,10083313,14843.93556
Hungría,Europa,2007,73.338,9956108,18008.94444
Islandia,Europa,1952,72.49,147962,7267.688428
Islandia,Europa,1957,73.47,165110,9244.001412
Islandia,Europa,1962,73.68,182053,10350.15906
Islandia,Europa,1967,73.73,198676,13319.89568
Islandia,Europa,1972,74.46,209275,15798.06362
Islandia,Europa,1977,76.11,221823,19654.96247
Islandia,Europa,1982,76.99,233997,23269.6075
Islandia,Europa,1987,77.23,244676,26923.20628
Islandia,Europa,1992,78.77,259012,25144.39201
Islandia,Europa,1997,78.95,271192,28061.09966
Islandia,Europa,2002,80.5,288030,31163.20196
Islandia,Europa,2007,81.757,301931,36180.78919
India,Asia,1952,37.373,372000000,546.5657493
India,Asia,1957,40.249,409000000,590.061996
India,Asia,1962,43.605,454000000,658.3471509
India,Asia,1967,47.193,506000000,700.7706107
India,Asia,1972,50.651,567000000,724.032527
India,Asia,1977,54.208,634000000,813.337323
India,Asia,1982,56.596,708000000,855.7235377
India,Asia,1987,58.553,788000000,976.5126756
India,Asia,1992,60.223,872000000,1164.406809
India,Asia,1997,61.765,959000000,1458.817442
India,Asia,2002,62.879,1034172547,1746.769454
India,Asia,2007,64.698,1110396331,2452.210407
Indonesia,Asia,1952,37.468,82052000,749.6816546
Indonesia,Asia,1957,39.918,90124000,858.9002707
Indonesia,Asia,1962,42.518,99028000,849.2897701
Indonesia,Asia,1967,45.964,109343000,762.4317721
Indonesia,Asia,1972,49.203,121282000,1111.107907
Indonesia,Asia,1977,52.702,136725000,1382.702056
Indonesia,Asia,1982,56.159,153343000,1516.872988
Indonesia,Asia,1987,60.137,169276000,1748.356961
Indonesia,Asia,1992,62.681,184816000,2383.140898
Indonesia,Asia,1997,66.041,199278000,3119.335603
Indonesia,Asia,2002,68.588,211060000,2873.91287
Indonesia,Asia,2007,70.65,223547000,3540.651564
Irán,Asia,1952,44.869,17272000,3035.326002
Irán,Asia,1957,47.181,19792000,3290.257643
Irán,Asia,1962,49.325,22874000,4187.329802
Irán,Asia,1967,52.469,26538000,5906.731805
Irán,Asia,1972,55.234,30614000,9613.818607
Irán,Asia,1977,57.702,35480679,11888.59508
Irán,Asia,1982,59.62,43072751,7608.334602
Irán,Asia,1987,63.04,51889696,6642.881371
Irán,Asia,1992,65.742,60397973,7235.653188
Irán,Asia,1997,68.042,63327987,8263.590301
Irán,Asia,2002,69.451,66907826,9240.761975
Irán,Asia,2007,70.964,69453570,11605.71449
Iraq,Asia,1952,45.32,5441766,4129.766056
Iraq,Asia,1957,48.437,6248643,6229.333562
Iraq,Asia,1962,51.457,7240260,8341.737815
Iraq,Asia,1967,54.459,8519282,8931.459811
Iraq,Asia,1972,56.95,10061506,9576.037596
Iraq,Asia,1977,60.413,11882916,14688.23507
Iraq,Asia,1982,62.038,14173318,14517.90711
Iraq,Asia,1987,65.044,16543189,11643.57268
Iraq,Asia,1992,59.461,17861905,3745.640687
Iraq,Asia,1997,58.811,20775703,3076.239795
Iraq,Asia,2002,57.046,24001816,4390.717312
Iraq,Asia,2007,59.545,27499638,4471.061906
Irlanda,Europa,1952,66.91,2952156,5210.280328
Irlanda,Europa,1957,68.9,2878220,5599.077872
Irlanda,Europa,1962,70.29,2830000,6631.597314
Irlanda,Europa,1967,71.08,2900100,7655.568963
Irlanda,Europa,1972,71.28,3024400,9530.772896
Irlanda,Europa,1977,72.03,3271900,11150.98113
Irlanda,Europa,1982,73.1,3480000,12618.32141
Irlanda,Europa,1987,74.36,3539900,13872.86652
Irlanda,Europa,1992,75.467,3557761,17558.81555
Irlanda,Europa,1997,76.122,3667233,24521.94713
Irlanda,Europa,2002,77.783,3879155,34077.04939
Irlanda,Europa,2007,78.885,4109086,40675.99635
Israel,Asia,1952,65.39,1620914,4086.522128
Israel,Asia,1957,67.84,1944401,5385.278451
Israel,Asia,1962,69.39,2310904,7105.630706
Israel,Asia,1967,70.75,2693585,8393.741404
Israel,Asia,1972,71.63,3095893,12786.93223
Israel,Asia,1977,73.06,3495918,13306.61921
Israel,Asia,1982,74.45,3858421,15367.0292
Israel,Asia,1987,75.6,4203148,17122.47986
Israel,Asia,1992,76.93,4936550,18051.52254
Israel,Asia,1997,78.269,5531387,20896.60924
Israel,Asia,2002,79.696,6029529,21905.59514
Israel,Asia,2007,80.745,6426679,25523.2771
Italia,Europa,1952,65.94,47666000,4931.404155
Italia,Europa,1957,67.81,49182000,6248.656232
Italia,Europa,1962,69.24,50843200,8243.58234
Italia,Europa,1967,71.06,52667100,10022.40131
Italia,Europa,1972,72.19,54365564,12269.27378
Italia,Europa,1977,73.48,56059245,14255.98475
Italia,Europa,1982,74.98,56535636,16537.4835
Italia,Europa,1987,76.42,56729703,19207.23482
Italia,Europa,1992,77.44,56840847,22013.64486
Italia,Europa,1997,78.82,57479469,24675.02446
Italia,Europa,2002,80.24,57926999,27968.09817
Italia,Europa,2007,80.546,58147733,28569.7197
Jamaica,Américas,1952,58.53,1426095,2898.530881
Jamaica,Américas,1957,62.61,1535090,4756.525781
Jamaica,Américas,1962,65.61,1665128,5246.107524
Jamaica,Américas,1967,67.51,1861096,6124.703451
Jamaica,Américas,1972,69,1997616,7433.889293
Jamaica,Américas,1977,70.11,2156814,6650.195573
Jamaica,Américas,1982,71.21,2298309,6068.05135
Jamaica,Américas,1987,71.77,2326606,6351.237495
Jamaica,Américas,1992,71.766,2378618,7404.923685
Jamaica,Américas,1997,72.262,2531311,7121.924704
Jamaica,Américas,2002,72.047,2664659,6994.774861
Jamaica,Américas,2007,72.567,2780132,7320.880262
Japén,Asia,1952,63.03,86459025,3216.956347
Japén,Asia,1957,65.5,91563009,4317.694365
Japén,Asia,1962,68.73,95831757,6576.649461
Japén,Asia,1967,71.43,100825279,9847.788607
Japén,Asia,1972,73.42,107188273,14778.78636
Japén,Asia,1977,75.38,113872473,16610.37701
Japén,Asia,1982,77.11,118454974,19384.10571
Japén,Asia,1987,78.67,122091325,22375.94189
Japén,Asia,1992,79.36,124329269,26824.89511
Japén,Asia,1997,80.69,125956499,28816.58499
Japén,Asia,2002,82,127065841,28604.5919
Japén,Asia,2007,82.603,127467972,31656.06806
Jordania,Asia,1952,43.158,607914,1546.907807
Jordania,Asia,1957,45.669,746559,1886.080591
Jordania,Asia,1962,48.126,933559,2348.009158
Jordania,Asia,1967,51.629,1255058,2741.796252
Jordania,Asia,1972,56.528,1613551,2110.856309
Jordania,Asia,1977,61.134,1937652,2852.351568
Jordania,Asia,1982,63.739,2347031,4161.415959
Jordania,Asia,1987,65.869,2820042,4448.679912
Jordania,Asia,1992,68.015,3867409,3431.593647
Jordania,Asia,1997,69.772,4526235,3645.379572
Jordania,Asia,2002,71.263,5307470,3844.917194
Jordania,Asia,2007,72.535,6053193,4519.461171
Kenia,África,1952,42.27,6464046,853.540919
Kenia,África,1957,44.686,7454779,944.4383152
Kenia,África,1962,47.949,8678557,896.9663732
Kenia,África,1967,50.654,10191512,1056.736457
Kenia,África,1972,53.559,12044785,1222.359968
Kenia,África,1977,56.155,14500404,1267.613204
Kenia,África,1982,58.766,17661452,1348.225791
Kenia,África,1987,59.339,21198082,1361.936856
Kenia,África,1992,59.285,25020539,1341.921721
Kenia,África,1997,54.407,28263827,1360.485021
Kenia,África,2002,50.992,31386842,1287.514732
Kenia,África,2007,54.11,35610177,1463.249282
"Corea, Rep. Dem.",Asia,1952,50.056,8865488,1088.277758
"Corea, Rep. Dem.",Asia,1957,54.081,9411381,1571.134655
"Corea, Rep. Dem.",Asia,1962,56.656,10917494,1621.693598
"Corea, Rep. Dem.",Asia,1967,59.942,12617009,2143.540609
"Corea, Rep. Dem.",Asia,1972,63.983,14781241,3701.621503
"Corea, Rep. Dem.",Asia,1977,67.159,16325320,4106.301249
"Corea, Rep. Dem.",Asia,1982,69.1,17647518,4106.525293
"Corea, Rep. Dem.",Asia,1987,70.647,19067554,4106.492315
"Corea, Rep. Dem.",Asia,1992,69.978,20711375,3726.063507
"Corea, Rep. Dem.",Asia,1997,67.727,21585105,1690.756814
"Corea, Rep. Dem.",Asia,2002,66.662,22215365,1646.758151
"Corea, Rep. Dem.",Asia,2007,67.297,23301725,1593.06548
"Corea, Rep.",Asia,1952,47.453,20947571,1030.592226
"Corea, Rep.",Asia,1957,52.681,22611552,1487.593537
"Corea, Rep.",Asia,1962,55.292,26420307,1536.344387
"Corea, Rep.",Asia,1967,57.716,30131000,2029.228142
"Corea, Rep.",Asia,1972,62.612,33505000,3030.87665
"Corea, Rep.",Asia,1977,64.766,36436000,4657.22102
"Corea, Rep.",Asia,1982,67.123,39326000,5622.942464
"Corea, Rep.",Asia,1987,69.81,41622000,8533.088805
"Corea, Rep.",Asia,1992,72.244,43805450,12104.27872
"Corea, Rep.",Asia,1997,74.647,46173816,15993.52796
"Corea, Rep.",Asia,2002,77.045,47969150,19233.98818
"Corea, Rep.",Asia,2007,78.623,49044790,23348.13973
Kuwait,Asia,1952,55.565,160000,108382.3529
Kuwait,Asia,1957,58.033,212846,113523.1329
Kuwait,Asia,1962,60.47,358266,95458.11176
Kuwait,Asia,1967,64.624,575003,80894.88326
Kuwait,Asia,1972,67.712,841934,109347.867
Kuwait,Asia,1977,69.343,1140357,59265.47714
Kuwait,Asia,1982,71.309,1497494,31354.03573
Kuwait,Asia,1987,74.174,1891487,28118.42998
Kuwait,Asia,1992,75.19,1418095,34932.91959
Kuwait,Asia,1997,76.156,1765345,40300.619960000004
Kuwait,Asia,2002,76.904,2111561,35110.10566
Kuwait,Asia,2007,77.588,2505559,47306.98978
Líbano,Asia,1952,55.928,1439529,4834.804067
Líbano,Asia,1957,59.489,1647412,6089.786934
Líbano,Asia,1962,62.094,1886848,5714.560611
Líbano,Asia,1967,63.87,2186894,6006.983042
Líbano,Asia,1972,65.421,2680018,7486.384341
Líbano,Asia,1977,66.099,3115787,8659.696836
Líbano,Asia,1982,66.983,3086876,7640.519521
Líbano,Asia,1987,67.926,3089353,5377.091329
Líbano,Asia,1992,69.292,3219994,6890.806854
Líbano,Asia,1997,70.265,3430388,8754.96385
Líbano,Asia,2002,71.028,3677780,9313.93883
Líbano,Asia,2007,71.993,3921278,10461.05868
Lesoto,África,1952,42.138,748747,298.8462121
Lesoto,África,1957,45.047,813338,335.9971151
Lesoto,África,1962,47.747,893143,411.8006266
Lesoto,África,1967,48.492,996380,498.6390265
Lesoto,África,1972,49.767,1116779,496.5815922
Lesoto,África,1977,52.208,1251524,745.3695408
Lesoto,África,1982,55.078,1411807,797.2631074
Lesoto,África,1987,57.18,1599200,773.9932141
Lesoto,África,1992,59.685,1803195,977.4862725
Lesoto,África,1997,55.558,1982823,1186.147994
Lesoto,África,2002,44.593,2046772,1275.184575
Lesoto,África,2007,42.592,2012649,1569.331442
Liberia,África,1952,38.48,863308,575.5729961
Liberia,África,1957,39.486,975950,620.9699901
Liberia,África,1962,40.502,1112796,634.1951625
Liberia,África,1967,41.536,1279406,713.6036483
Liberia,África,1972,42.614,1482628,803.0054535
Liberia,África,1977,43.764,1703617,640.3224383
Liberia,África,1982,44.852,1956875,572.1995694
Liberia,África,1987,46.027,2269414,506.1138573
Liberia,África,1992,40.802,1912974,636.6229191
Liberia,África,1997,42.221,2200725,609.17395079999994
Liberia,África,2002,43.753,2814651,531.4823679
Liberia,África,2007,45.678,3193942,414.5073415
Libia,África,1952,42.723,1019729,2387.54806
Libia,África,1957,45.289,1201578,3448.284395
Libia,África,1962,47.808,1441863,6757.030816
Libia,África,1967,50.227,1759224,18772.75169
Libia,África,1972,52.773,2183877,21011.49721
Libia,África,1977,57.442,2721783,21951.21176
Libia,África,1982,62.155,3344074,17364.27538
Libia,África,1987,66.234,3799845,11770.5898
Libia,África,1992,68.755,4364501,9640.138501
Libia,África,1997,71.555,4759670,9467.446056
Libia,África,2002,72.737,5368585,9534.677467
Libia,África,2007,73.952,6036914,12057.49928
Madagascar,África,1952,36.681,4762912,1443.011715
Madagascar,África,1957,38.865,5181679,1589.20275
Madagascar,África,1962,40.848,5703324,1643.38711
Madagascar,África,1967,42.881,6334556,1634.047282
Madagascar,África,1972,44.851,7082430,1748.562982
Madagascar,África,1977,46.881,8007166,1544.228586
Madagascar,África,1982,48.969,9171477,1302.878658
Madagascar,África,1987,49.35,10568642,1155.441948
Madagascar,África,1992,52.214,12210395,1040.67619
Madagascar,África,1997,54.978,14165114,986.2958956
Madagascar,África,2002,57.286,16473477,894.6370822
Madagascar,África,2007,59.443,19167654,1044.770126
Malaui,África,1952,36.256,2917802,369.1650802
Malaui,África,1957,37.207,3221238,416.3698064
Malaui,África,1962,38.41,3628608,427.9010856
Malaui,África,1967,39.487,4147252,495.5147806
Malaui,África,1972,41.766,4730997,584.6219709
Malaui,África,1977,43.767,5637246,663.2236766
Malaui,África,1982,45.642,6502825,632.8039209
Malaui,África,1987,47.457,7824747,635.5173634
Malaui,África,1992,49.42,10014249,563.2000145
Malaui,África,1997,47.495,10419991,692.2758103
Malaui,África,2002,45.009,11824495,665.4231186
Malaui,África,2007,48.303,13327079,759.3499101
Malasia,Asia,1952,48.463,6748378,1831.132894
Malasia,Asia,1957,52.102,7739235,1810.066992
Malasia,Asia,1962,55.737,8906385,2036.884944
Malasia,Asia,1967,59.371,10154878,2277.742396
Malasia,Asia,1972,63.01,11441462,2849.09478
Malasia,Asia,1977,65.256,12845381,3827.921571
Malasia,Asia,1982,68,14441916,4920.355951
Malasia,Asia,1987,69.5,16331785,5249.802653
Malasia,Asia,1992,70.693,18319502,7277.912802
Malasia,Asia,1997,71.938,20476091,10132.90964
Malasia,Asia,2002,73.044,22662365,10206.97794
Malasia,Asia,2007,74.241,24821286,12451.6558
Malí,África,1952,33.685,3838168,452.3369807
Malí,África,1957,35.307,4241884,490.3821867
Malí,África,1962,36.936,4690372,496.1743428
Malí,África,1967,38.487,5212416,545.0098873
Malí,África,1972,39.977,5828158,581.3688761
Malí,África,1977,41.714,6491649,686.3952693
Malí,África,1982,43.916,6998256,618.0140641
Malí,África,1987,46.364,7634008,684.1715576
Malí,África,1992,48.388,8416215,739.014375
Malí,África,1997,49.903,9384984,790.2579846
Malí,África,2002,51.818,10580176,951.4097518
Malí,África,2007,54.467,12031795,1042.581557
Mauritania,África,1952,40.543,1022556,743.1159097
Mauritania,África,1957,42.338,1076852,846.1202613
Mauritania,África,1962,44.248,1146757,1055.896036
Mauritania,África,1967,46.289,1230542,1421.145193
Mauritania,África,1972,48.437,1332786,1586.851781
Mauritania,África,1977,50.852,1456688,1497.492223
Mauritania,África,1982,53.599,1622136,1481.150189
Mauritania,África,1987,56.145,1841240,1421.603576
Mauritania,África,1992,58.333,2119465,1361.369784
Mauritania,África,1997,60.43,2444741,1483.136136
Mauritania,África,2002,62.247,2828858,1579.019543
Mauritania,África,2007,64.164,3270065,1803.151496
Mauricio,África,1952,50.986,516556,1967.955707
Mauricio,África,1957,58.089,609816,2034.037981
Mauricio,África,1962,60.246,701016,2529.067487
Mauricio,África,1967,61.557,789309,2475.387562
Mauricio,África,1972,62.944,851334,2575.484158
Mauricio,África,1977,64.93,913025,3710.982963
Mauricio,África,1982,66.711,992040,3688.037739
Mauricio,África,1987,68.74,1042663,4783.586903
Mauricio,África,1992,69.745,1096202,6058.253846
Mauricio,África,1997,70.736,1149818,7425.705295
Mauricio,África,2002,71.954,1200206,9021.815894
Mauricio,África,2007,72.801,1250882,10956.99112
México,Américas,1952,50.789,30144317,3478.125529
México,Américas,1957,55.19,35015548,4131.546641
México,Américas,1962,58.299,41121485,4581.609385
México,Américas,1967,60.11,47995559,5754.733883
México,Américas,1972,62.361,55984294,6809.40669
México,Américas,1977,65.032,63759976,7674.929108
México,Américas,1982,67.405,71640904,9611.147541
México,Américas,1987,69.498,80122492,8688.156003
México,Américas,1992,71.455,88111030,9472.384295
México,Américas,1997,73.67,95895146,9767.29753
México,Américas,2002,74.902,102479927,10742.44053
México,Américas,2007,76.195,108700891,11977.57496
Mongolia,Asia,1952,42.244,800663,786.5668575
Mongolia,Asia,1957,45.248,882134,912.6626085
Mongolia,Asia,1962,48.251,1010280,1056.353958
Mongolia,Asia,1967,51.253,1149500,1226.04113
Mongolia,Asia,1972,53.754,1320500,1421.741975
Mongolia,Asia,1977,55.491,1528000,1647.511665
Mongolia,Asia,1982,57.489,1756032,2000.603139
Mongolia,Asia,1987,60.222,2015133,2338.008304
Mongolia,Asia,1992,61.271,2312802,1785.402016
Mongolia,Asia,1997,63.625,2494803,1902.2521
Mongolia,Asia,2002,65.033,2674234,2140.739323
Mongolia,Asia,2007,66.803,2874127,3095.772271
Montenegro,Europa,1952,59.164,413834,2647.585601
Montenegro,Europa,1957,61.448,442829,3682.259903
Montenegro,Europa,1962,63.728,474528,4649.593785
Montenegro,Europa,1967,67.178,501035,5907.850937
Montenegro,Europa,1972,70.636,527678,7778.414017
Montenegro,Europa,1977,73.066,560073,9595.929905
Montenegro,Europa,1982,74.101,562548,11222.58762
Montenegro,Europa,1987,74.865,569473,11732.51017
Montenegro,Europa,1992,75.435,621621,7003.339037
Montenegro,Europa,1997,75.445,692651,6465.613349
Montenegro,Europa,2002,73.981,720230,6557.194282
Montenegro,Europa,2007,74.543,684736,9253.896111
Marruecos,África,1952,42.873,9939217,1688.20357
Marruecos,África,1957,45.423,11406350,1642.002314
Marruecos,África,1962,47.924,13056604,1566.353493
Marruecos,África,1967,50.335,14770296,1711.04477
Marruecos,África,1972,52.862,16660670,1930.194975
Marruecos,África,1977,55.73,18396941,2370.619976
Marruecos,África,1982,59.65,20198730,2702.620356
Marruecos,África,1987,62.677,22987397,2755.046991
Marruecos,África,1992,65.393,25798239,2948.047252
Marruecos,África,1997,67.66,28529501,2982.101858
Marruecos,África,2002,69.615,31167783,3258.495584
Marruecos,África,2007,71.164,33757175,3820.17523
Mozambique,África,1952,31.286,6446316,468.5260381
Mozambique,África,1957,33.779,7038035,495.5868333
Mozambique,África,1962,36.161,7788944,556.6863539
Mozambique,África,1967,38.113,8680909,566.6691539
Mozambique,África,1972,40.328,9809596,724.9178037
Mozambique,África,1977,42.495,11127868,502.3197334
Mozambique,África,1982,42.795,12587223,462.2114149
Mozambique,África,1987,42.861,12891952,389.8761846
Mozambique,África,1992,44.284,13160731,410.8968239
Mozambique,África,1997,46.344,16603334,472.3460771
Mozambique,África,2002,44.026,18473780,633.6179466
Mozambique,África,2007,42.082,19951656,823.6856205
Myanmar,Asia,1952,36.319,20092996,331
Myanmar,Asia,1957,41.905,21731844,350
Myanmar,Asia,1962,45.108,23634436,388
Myanmar,Asia,1967,49.379,25870271,349
Myanmar,Asia,1972,53.07,28466390,357
Myanmar,Asia,1977,56.059,31528087,371
Myanmar,Asia,1982,58.056,34680442,424
Myanmar,Asia,1987,58.339,38028578,385
Myanmar,Asia,1992,59.32,40546538,347
Myanmar,Asia,1997,60.328,43247867,415
Myanmar,Asia,2002,59.908,45598081,611
Myanmar,Asia,2007,62.069,47761980,944
Namibia,África,1952,41.725,485831,2423.780443
Namibia,África,1957,45.226,548080,2621.448058
Namibia,África,1962,48.386,621392,3173.215595
Namibia,África,1967,51.159,706640,3793.694753
Namibia,África,1972,53.867,821782,3746.080948
Namibia,África,1977,56.437,977026,3876.485958
Namibia,África,1982,58.968,1099010,4191.100511
Namibia,África,1987,60.835,1278184,3693.731337
Namibia,África,1992,61.999,1554253,3804.537999
Namibia,África,1997,58.909,1774766,3899.52426
Namibia,África,2002,51.479,1972153,4072.324751
Namibia,África,2007,52.906,2055080,4811.060429
Nepal,Asia,1952,36.157,9182536,545.8657229
Nepal,Asia,1957,37.686,9682338,597.9363558
Nepal,Asia,1962,39.393,10332057,652.3968593
Nepal,Asia,1967,41.472,11261690,676.4422254
Nepal,Asia,1972,43.971,12412593,674.7881296
Nepal,Asia,1977,46.748,13933198,694.1124398
Nepal,Asia,1982,49.594,15796314,718.3730947
Nepal,Asia,1987,52.537,17917180,775.6324501
Nepal,Asia,1992,55.727,20326209,897.7403604
Nepal,Asia,1997,59.426,23001113,1010.892138
Nepal,Asia,2002,61.34,25873917,1057.206311
Nepal,Asia,2007,63.785,28901790,1091.359778
Países Bajos,Europa,1952,72.13,10381988,8941.571858
Países Bajos,Europa,1957,72.99,11026383,11276.19344
Países Bajos,Europa,1962,73.23,11805689,12790.84956
Países Bajos,Europa,1967,73.82,12596822,15363.25136
